{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2508, 2495], 'ticks': 670608, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.03730583190917969}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2519, 2507], 'ticks': 670730, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05084490776062012}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2487, 2495, 2492], 'ticks': 670734, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.051844120025634766}
{'hallIndex': [2, 3, 0, 1], 'data': [2508, 2487, 2508, 2507], 'ticks': 670737, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.051844120025634766}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2490, 2491], 'ticks': 670741, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05284476280212402}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2478, 2520, 2492], 'ticks': 670745, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05284476280212402}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2480, 2491, 2524], 'ticks': 670748, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05385303497314453}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2489, 2491], 'ticks': 670752, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05385303497314453}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2487, 2520, 2504], 'ticks': 670756, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05385303497314453}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2478, 2489, 2511], 'ticks': 670759, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05485105514526367}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2487, 2520, 2493], 'ticks': 670762, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05485105514526367}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2487, 2492, 2480], 'ticks': 670766, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05581259727478027}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2478, 2479], 'ticks': 670770, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05581259727478027}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2520, 2505], 'ticks': 670773, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05581259727478027}
{'hallIndex': [2, 3, 0, 1], 'data': [2510, 2478, 2535, 2504], 'ticks': 670777, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.056844234466552734}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2486, 2474, 2491], 'ticks': 670781, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.056844234466552734}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2480, 2506, 2505], 'ticks': 670784, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.057843923568725586}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2479, 2505, 2479], 'ticks': 670788, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.057843923568725586}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2487, 2507, 2503], 'ticks': 670792, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05884385108947754}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2486, 2495, 2493], 'ticks': 670796, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.05884385108947754}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2506, 2493], 'ticks': 670799, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.0598142147064209}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2480, 2509, 2508], 'ticks': 670803, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.0598142147064209}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2478, 2541, 2488], 'ticks': 670807, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.0598142147064209}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2520, 2509], 'ticks': 670810, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.06081199645996094}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2478, 2522, 2508], 'ticks': 670814, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.06081199645996094}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2488, 2504, 2495], 'ticks': 670817, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.06181144714355469}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2487, 2493, 2510], 'ticks': 670821, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 14, 6, 322), 'rec_time': 0.06181144714355469}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2503, 2508], 'ticks': 670825, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06181144714355469}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2504, 2479], 'ticks': 670828, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06181144714355469}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2534, 2505], 'ticks': 670832, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06331777572631836}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2478, 2491, 2493], 'ticks': 670836, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06331777572631836}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2487, 2505, 2492], 'ticks': 670839, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06435561180114746}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2478, 2494, 2493], 'ticks': 670843, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06435561180114746}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2487, 2504, 2523], 'ticks': 670847, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06535625457763672}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2525, 2505], 'ticks': 670850, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06535625457763672}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2504, 2504], 'ticks': 670854, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06535625457763672}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2509, 2493], 'ticks': 670858, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06635546684265137}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2479, 2510, 2504], 'ticks': 670861, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06635546684265137}
{'hallIndex': [2, 3, 0, 1], 'data': [2503, 2488, 2508, 2478], 'ticks': 670864, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06735348701477051}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2487, 2488, 2493], 'ticks': 670868, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06735348701477051}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2487, 2495, 2489], 'ticks': 670872, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06835603713989258}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2524, 2495], 'ticks': 670876, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06835603713989258}
{'hallIndex': [2, 3, 0, 1], 'data': [2494, 2475, 2490, 2492], 'ticks': 670879, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06835603713989258}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2480, 2487, 2509], 'ticks': 670883, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06932234764099121}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2487, 2522, 2510], 'ticks': 670887, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.06932234764099121}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2487, 2508, 2490], 'ticks': 670891, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07035398483276367}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2509, 2491], 'ticks': 670895, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07035398483276367}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2486, 2509, 2506], 'ticks': 670898, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07135391235351562}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2486, 2505, 2493], 'ticks': 670902, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07135391235351562}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2506, 2491], 'ticks': 670905, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07135391235351562}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2495, 2506], 'ticks': 670909, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.0723562240600586}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2480, 2507, 2496], 'ticks': 670913, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.0723562240600586}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2487, 2491, 2493], 'ticks': 670917, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07335400581359863}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2487, 2504], 'ticks': 670921, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07335400581359863}
{'hallIndex': [2, 3, 0, 1], 'data': [2496, 2476, 2511, 2492], 'ticks': 670925, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07459115982055664}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2491, 2505], 'ticks': 670928, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07459115982055664}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2486, 2491, 2507], 'ticks': 670932, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07532310485839844}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2479, 2506, 2521], 'ticks': 670936, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07532310485839844}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2493, 2506], 'ticks': 670939, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07632160186767578}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2495, 2506], 'ticks': 670943, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07735395431518555}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2522, 2503], 'ticks': 670947, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.0783236026763916}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2480, 2490, 2527], 'ticks': 670951, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.0783236026763916}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2478, 2504, 2504], 'ticks': 670954, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.0783236026763916}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2478, 2506, 2491], 'ticks': 670958, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07935476303100586}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2480, 2502, 2505], 'ticks': 670963, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.07935476303100586}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2479, 2506, 2492], 'ticks': 670967, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08035469055175781}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2487, 2521, 2505], 'ticks': 670970, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08035469055175781}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2487, 2505, 2511], 'ticks': 670973, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08146047592163086}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2488, 2506, 2508], 'ticks': 670977, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08146047592163086}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2508, 2507], 'ticks': 670980, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08146047592163086}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2480, 2523, 2488], 'ticks': 670983, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.0824582576751709}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2488, 2509, 2496], 'ticks': 670986, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.0824582576751709}
{'hallIndex': [2, 3, 0, 1], 'data': [2496, 2487, 2494, 2506], 'ticks': 670989, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08345818519592285}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2480, 2519, 2502], 'ticks': 670993, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08345818519592285}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2478, 2520, 2505], 'ticks': 670996, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08446192741394043}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2488, 2504, 2507], 'ticks': 670999, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08446192741394043}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2486, 2507, 2492], 'ticks': 671003, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08446192741394043}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2519, 2526], 'ticks': 671006, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08545827865600586}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2479, 2478, 2492], 'ticks': 671009, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08545827865600586}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2479, 2495, 2508], 'ticks': 671012, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08645892143249512}
{'hallIndex': [2, 3, 0, 1], 'data': [2508, 2480, 2479, 2506], 'ticks': 671016, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08645892143249512}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2487, 2504, 2476], 'ticks': 671019, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08745837211608887}
{'hallIndex': [2, 3, 0, 1], 'data': [2507, 2489, 2495, 2507], 'ticks': 671023, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08745837211608887}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2487, 2488, 2490], 'ticks': 671026, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08846282958984375}
{'hallIndex': [2, 3, 0, 1], 'data': [2506, 2478, 2509, 2503], 'ticks': 671029, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08846282958984375}
{'hallIndex': [2, 3, 0, 1], 'data': [2505, 2479, 2491, 2495], 'ticks': 671033, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08945846557617188}
{'hallIndex': [2, 3, 0, 1], 'data': [2504, 2478, 2519, 2506], 'ticks': 671036, 'id': 'OM-SB-V1-C.0', 'time': (2024, 11, 17, 14, 38, 15, 6, 322), 'rec_time': 0.08945846557617188}
