{'hallIndex': [10, 11, 8, 9], 'data': [2492, 2478, 2445, 2505], 'ticks': 63681, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.04363608360290527}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2488, 2447, 2507], 'ticks': 63724, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.06527829170227051}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2429, 2456, 2459], 'ticks': 63730, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.067291259765625}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2448, 2461], 'ticks': 63734, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.06829071044921875}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2447, 2507], 'ticks': 63728, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.06829071044921875}
{'hallIndex': [2, 3, 0, 1], 'data': [2448, 2429, 2456, 2460], 'ticks': 63737, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.0692892074584961}
{'hallIndex': [10, 11, 8, 9], 'data': [2492, 2478, 2446, 2509], 'ticks': 63731, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07028913497924805}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2477, 2444, 2507], 'ticks': 63735, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07028913497924805}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2428, 2446, 2460], 'ticks': 63741, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.0717930793762207}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2428, 2457, 2460], 'ticks': 63744, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07279777526855469}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2478, 2446, 2508], 'ticks': 63739, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07279777526855469}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2487, 2456, 2508], 'ticks': 63742, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07379961013793945}
{'hallIndex': [2, 3, 0, 1], 'data': [2446, 2429, 2447, 2458], 'ticks': 63748, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07530570030212402}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2478, 2446, 2509], 'ticks': 63746, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07631182670593262}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2455, 2459], 'ticks': 63752, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07731175422668457}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2479, 2455, 2507], 'ticks': 63749, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07831048965454102}
{'hallIndex': [2, 3, 0, 1], 'data': [2454, 2428, 2447, 2460], 'ticks': 63755, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07831048965454102}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2479, 2445, 2506], 'ticks': 63753, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.07931089401245117}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2428, 2455, 2459], 'ticks': 63759, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08111429214477539}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2477, 2444, 2506], 'ticks': 63757, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08212113380432129}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2428, 2455, 2461], 'ticks': 63762, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08312082290649414}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2479, 2447, 2508], 'ticks': 63760, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.0841207504272461}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2428, 2446, 2459], 'ticks': 63766, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08512115478515625}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2445, 2507], 'ticks': 63764, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08635258674621582}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2458, 2460], 'ticks': 63770, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08735132217407227}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2476, 2445, 2508], 'ticks': 63767, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08834958076477051}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2456, 2460], 'ticks': 63773, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08834958076477051}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2447, 2506], 'ticks': 63771, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.08934903144836426}
{'hallIndex': [10, 11, 8, 9], 'data': [2496, 2488, 2455, 2507], 'ticks': 63775, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09034848213195801}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2487, 2454, 2509], 'ticks': 63778, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09134864807128906}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2429, 2455, 2460], 'ticks': 63777, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09185409545898438}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2428, 2446, 2458], 'ticks': 63781, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09286022186279297}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2429, 2455, 2460], 'ticks': 63785, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09385848045349121}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2478, 2445, 2507], 'ticks': 63782, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09385848045349121}
{'hallIndex': [2, 3, 0, 1], 'data': [2448, 2428, 2454, 2460], 'ticks': 63788, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09587550163269043}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2480, 2445, 2508], 'ticks': 63785, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09688091278076172}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2479, 2455, 2507], 'ticks': 63789, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09688091278076172}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2430, 2455, 2461], 'ticks': 63792, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09788179397583008}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2429, 2446, 2462], 'ticks': 63795, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09888386726379395}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2447, 2508], 'ticks': 63792, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.09988236427307129}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2430, 2455, 2459], 'ticks': 63799, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.10138750076293945}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2486, 2446, 2506], 'ticks': 63796, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.10239219665527344}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2447, 2460], 'ticks': 63803, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1033937931060791}
{'hallIndex': [10, 11, 8, 9], 'data': [2495, 2479, 2446, 2507], 'ticks': 63799, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.10439491271972656}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2455, 2459], 'ticks': 63806, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.10589909553527832}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2428, 2456, 2460], 'ticks': 63810, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.10690426826477051}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2480, 2446, 2508], 'ticks': 63803, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1079094409942627}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2479, 2446, 2507], 'ticks': 63807, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.10890984535217285}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2429, 2455, 2459], 'ticks': 63814, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1099092960357666}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2447, 2506], 'ticks': 63810, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1099092960357666}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2429, 2448, 2458], 'ticks': 63817, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.11142086982727051}
{'hallIndex': [10, 11, 8, 9], 'data': [2472, 2487, 2444, 2508], 'ticks': 63814, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1124258041381836}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2427, 2448, 2458], 'ticks': 63821, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.11354255676269531}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2479, 2447, 2508], 'ticks': 63818, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.11504817008972168}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2427, 2447, 2460], 'ticks': 63825, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.11605715751647949}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2487, 2447, 2508], 'ticks': 63821, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.11705875396728516}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2430, 2456, 2459], 'ticks': 63829, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.11806440353393555}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2476, 2443, 2508], 'ticks': 63826, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1190648078918457}
{'hallIndex': [2, 3, 0, 1], 'data': [2448, 2430, 2447, 2458], 'ticks': 63833, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.12006521224975586}
{'hallIndex': [10, 11, 8, 9], 'data': [2492, 2479, 2447, 2510], 'ticks': 63829, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.12156820297241211}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2456, 2461], 'ticks': 63836, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1225745677947998}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2446, 2507], 'ticks': 63833, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.12357449531555176}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2429, 2446, 2459], 'ticks': 63840, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.12357449531555176}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2479, 2447, 2508], 'ticks': 63837, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.12507987022399902}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2456, 2460], 'ticks': 63844, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.12608575820922852}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2478, 2446, 2505], 'ticks': 63840, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.12808537483215332}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2430, 2456, 2460], 'ticks': 63847, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.12908601760864258}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2479, 2446, 2505], 'ticks': 63844, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1295912265777588}
{'hallIndex': [2, 3, 0, 1], 'data': [2446, 2429, 2459, 2461], 'ticks': 63851, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.13109636306762695}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2479, 2447, 2508], 'ticks': 63847, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.13210296630859375}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2430, 2447, 2460], 'ticks': 63855, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1331043243408203}
{'hallIndex': [10, 11, 8, 9], 'data': [2492, 2478, 2444, 2506], 'ticks': 63851, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.13410449028015137}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2427, 2455, 2460], 'ticks': 63858, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.13661718368530273}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2454, 2508], 'ticks': 63855, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.13762378692626953}
{'hallIndex': [2, 3, 0, 1], 'data': [2448, 2429, 2456, 2461], 'ticks': 63862, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.138624906539917}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2445, 2506], 'ticks': 63858, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.13962364196777344}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2427, 2447, 2461], 'ticks': 63865, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.13962364196777344}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2479, 2454, 2507], 'ticks': 63862, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1411304473876953}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2430, 2456, 2460], 'ticks': 63869, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1421363353729248}
{'hallIndex': [10, 11, 8, 9], 'data': [2492, 2480, 2444, 2507], 'ticks': 63866, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.14313554763793945}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2427, 2457, 2462], 'ticks': 63873, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1441354751586914}
{'hallIndex': [10, 11, 8, 9], 'data': [2492, 2479, 2444, 2507], 'ticks': 63869, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.14564919471740723}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2429, 2445, 2461], 'ticks': 63876, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.146653413772583}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2479, 2448, 2509], 'ticks': 63873, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.14765715599060059}
{'hallIndex': [2, 3, 0, 1], 'data': [2455, 2428, 2457, 2460], 'ticks': 63880, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.14865899085998535}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2478, 2443, 2508], 'ticks': 63876, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1496593952178955}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2429, 2457, 2461], 'ticks': 63885, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15217304229736328}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2477, 2445, 2505], 'ticks': 63880, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.1541743278503418}
{'hallIndex': [2, 3, 0, 1], 'data': [2456, 2429, 2447, 2461], 'ticks': 63889, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15517306327819824}
{'hallIndex': [10, 11, 8, 9], 'data': [2471, 2488, 2455, 2509], 'ticks': 63884, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15567708015441895}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2430, 2447, 2461], 'ticks': 63893, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15668344497680664}
{'hallIndex': [10, 11, 8, 9], 'data': [2494, 2478, 2445, 2509], 'ticks': 63888, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15768814086914062}
{'hallIndex': [10, 11, 8, 9], 'data': [2495, 2487, 2447, 2508], 'ticks': 63891, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15768814086914062}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2428, 2446, 2460], 'ticks': 63896, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15868854522705078}
{'hallIndex': [2, 3, 0, 1], 'data': [2447, 2429, 2456, 2459], 'ticks': 63900, 'id': 'OM-SB-V1-C.0', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15968871116638184}
{'hallIndex': [10, 11, 8, 9], 'data': [2493, 2479, 2447, 2508], 'ticks': 63895, 'id': 'OM-SB-V1-C.2', 'time': (2000, 1, 1, 0, 1, 3, 5, 1), 'rec_time': 0.15968871116638184}
